Nombre completo,Correo,Estatus,Hora y fecha última conexión,Calificación
Susan Smith,susan.smith@example.com,Finalizado,3 de septiembre de 2021 06:07,9.49
Grant Rogers,grant.rogers@example.com,Finalizado,8 de noviembre de 2024 02:33,5.63
Scott Schmidt,scott.schmidt@example.com,Finalizado,18 de agosto de 2021 18:48,7.99
Cody Murray,cody.murray@example.com,En Curso,6 de septiembre de 2022 13:44,6.07
Shannon Moreno,shannon.moreno@example.com,En Curso,18 de mayo de 2022 18:53,5.76
Sandra Mann,sandra.mann@example.com,Finalizado,6 de enero de 2022 20:48,3.1
Shawn Brown,shawn.brown@example.com,Finalizado,12 de junio de 2023 22:33,2.92
Eric Martin,eric.martin@example.com,Finalizado,27 de febrero de 2020 15:09,3.78
Timothy Solomon,timothy.solomon@example.com,Finalizado,18 de julio de 2020 09:46,2.93
Steven Chavez,steven.chavez@example.com,Finalizado,10 de junio de 2022 07:36,6.16
Lynn White,lynn.white@example.com,Finalizado,24 de noviembre de 2021 01:16,8.64
Raymond Williams,raymond.williams@example.com,Finalizado,21 de diciembre de 2020 18:47,0.69
Catherine Boyd,catherine.boyd@example.com,Finalizado,7 de octubre de 2021 14:22,1.8
Angela Johnson,angela.johnson@example.com,Finalizado,26 de abril de 2022 22:37,5.09
Michelle Anderson,michelle.anderson@example.com,Finalizado,8 de junio de 2024 03:18,9.89
Miss Crystal Serrano,miss.crystal.serrano@example.com,Finalizado,4 de abril de 2020 05:15,3.98
James Robinson,james.robinson@example.com,Finalizado,2 de diciembre de 2024 08:20,6.58
Mark Rivera,mark.rivera@example.com,Finalizado,26 de julio de 2021 13:03,9.04
Heather Townsend,heather.townsend@example.com,Finalizado,4 de junio de 2022 09:18,1.11
Amy Brooks,amy.brooks@example.com,Finalizado,28 de junio de 2024 15:13,8.96
Leslie Norton,leslie.norton@example.com,Finalizado,11 de noviembre de 2023 03:03,9.09
Jeffery Gonzalez,jeffery.gonzalez@example.com,Finalizado,20 de agosto de 2024 14:01,9.43
Krista Wallace,krista.wallace@example.com,Finalizado,10 de julio de 2020 01:54,9.04
Carl Sims,carl.sims@example.com,Finalizado,2 de enero de 2024 19:26,5.14
Karen Wells,karen.wells@example.com,Finalizado,27 de noviembre de 2021 22:45,6.02
Chad Myers,chad.myers@example.com,Finalizado,26 de agosto de 2024 14:47,8.17
Ashley Larson,ashley.larson@example.com,En Curso,22 de mayo de 2022 00:37,2.79
Brian Winters,brian.winters@example.com,Finalizado,7 de febrero de 2023 22:58,4.03
Steven Sweeney,steven.sweeney@example.com,Finalizado,24 de noviembre de 2024 21:52,5.19
Mr. Eugene Avila,mr..eugene.avila@example.com,Finalizado,8 de febrero de 2024 23:15,0.44
Lori Griffith,lori.griffith@example.com,Finalizado,11 de abril de 2023 22:39,5.79
Erin Jones,erin.jones@example.com,Finalizado,27 de febrero de 2023 12:57,7.64
Nicole Combs,nicole.combs@example.com,En Curso,28 de marzo de 2023 21:06,3.3
Norma Glenn,norma.glenn@example.com,Finalizado,31 de agosto de 2022 14:43,9.71
Mr. Tony Brown,mr..tony.brown@example.com,Finalizado,5 de noviembre de 2020 11:36,8.15
Tyler Richard,tyler.richard@example.com,Finalizado,16 de septiembre de 2023 10:08,6.25
Antonio Smith,antonio.smith@example.com,Finalizado,8 de diciembre de 2024 18:07,7.82
Jacqueline Cunningham,jacqueline.cunningham@example.com,Finalizado,26 de julio de 2021 20:35,2.03
Susan Roman,susan.roman@example.com,Finalizado,20 de diciembre de 2024 01:33,9.08
Tina Cooper,tina.cooper@example.com,Finalizado,26 de octubre de 2022 01:05,2.2
Kathryn Ortiz,kathryn.ortiz@example.com,Finalizado,14 de octubre de 2020 17:54,9.43
Brittany Snyder,brittany.snyder@example.com,Finalizado,12 de febrero de 2020 11:50,1.6
Rebecca Brooks,rebecca.brooks@example.com,Finalizado,8 de abril de 2020 05:56,2.23
William Payne,william.payne@example.com,Finalizado,17 de noviembre de 2020 18:14,3.03
Amber Walter,amber.walter@example.com,Finalizado,23 de julio de 2020 14:31,8.39
Keith Ruiz,keith.ruiz@example.com,Finalizado,31 de enero de 2021 00:28,6.07
Mike Mckee,mike.mckee@example.com,Finalizado,29 de octubre de 2021 05:42,4.13
Brenda Evans,brenda.evans@example.com,Finalizado,24 de julio de 2022 14:52,4.16
Joann Moore,joann.moore@example.com,Finalizado,6 de junio de 2023 02:50,2.47
Gabriel Martin,gabriel.martin@example.com,Finalizado,27 de febrero de 2021 23:24,2.33
Jesus Johnson,jesus.johnson@example.com,Finalizado,28 de abril de 2023 17:40,3.51
Michael Mcdonald,michael.mcdonald@example.com,Finalizado,20 de septiembre de 2020 17:04,9.14
Sherri Washington,sherri.washington@example.com,Finalizado,15 de septiembre de 2020 13:38,5.08
William Harris,william.harris@example.com,Finalizado,27 de enero de 2023 15:05,8.98
Andres Good,andres.good@example.com,Finalizado,23 de junio de 2023 00:11,0.38
Alan Hoffman,alan.hoffman@example.com,Finalizado,27 de mayo de 2024 11:58,5.42
Francis Alexander,francis.alexander@example.com,Finalizado,16 de enero de 2024 22:07,2.3
Jonathan George,jonathan.george@example.com,Finalizado,26 de marzo de 2020 02:31,8.54
Barbara Smith,barbara.smith@example.com,Finalizado,18 de noviembre de 2020 18:24,6.73
Haley Daniel,haley.daniel@example.com,Finalizado,12 de agosto de 2020 18:58,9.35
Brittany Sullivan,brittany.sullivan@example.com,En Curso,22 de febrero de 2022 18:55,1.9
Kayla Johnson,kayla.johnson@example.com,Finalizado,16 de mayo de 2023 07:28,6.23
Amy Warner,amy.warner@example.com,Finalizado,26 de marzo de 2020 08:45,8.19
Michael Daniels,michael.daniels@example.com,Finalizado,13 de diciembre de 2020 19:29,6.24
Kristopher Stevenson,kristopher.stevenson@example.com,Finalizado,7 de marzo de 2023 06:33,2.37
Timothy Garcia,timothy.garcia@example.com,Finalizado,17 de noviembre de 2024 12:13,2.13
Thomas Brown,thomas.brown@example.com,Finalizado,17 de septiembre de 2021 14:15,0.45
Joshua Carpenter,joshua.carpenter@example.com,Finalizado,9 de julio de 2022 07:30,2.18
Jose Martinez,jose.martinez@example.com,Finalizado,4 de enero de 2022 14:09,6.33
Sean Brown,sean.brown@example.com,Finalizado,25 de junio de 2022 08:35,9.42
Mallory Mckenzie,mallory.mckenzie@example.com,Finalizado,9 de octubre de 2023 18:33,5.85
Jon Berry,jon.berry@example.com,Finalizado,2 de julio de 2021 03:20,0.07
Michael Williams,michael.williams@example.com,Finalizado,13 de abril de 2021 06:30,8.11
Molly Harris,molly.harris@example.com,Finalizado,21 de junio de 2024 18:59,9.11
Robert Hanson,robert.hanson@example.com,Finalizado,23 de diciembre de 2022 01:37,1.45
John Harrell,john.harrell@example.com,Finalizado,19 de mayo de 2022 10:21,2.09
Gary Hanna,gary.hanna@example.com,Finalizado,16 de noviembre de 2023 13:07,4.14
Keith Lopez,keith.lopez@example.com,Finalizado,26 de enero de 2020 00:57,1.66
Patricia Foster,patricia.foster@example.com,Finalizado,9 de noviembre de 2023 13:29,6.17
Oscar Paul,oscar.paul@example.com,Finalizado,17 de octubre de 2021 15:17,4.17
Jeff Perez,jeff.perez@example.com,Finalizado,2 de abril de 2023 19:00,2.57
Makayla Payne,makayla.payne@example.com,Finalizado,18 de noviembre de 2021 10:05,6.76
Alec Beck,alec.beck@example.com,Finalizado,10 de noviembre de 2020 10:49,1.53
Michelle Owen,michelle.owen@example.com,Finalizado,20 de octubre de 2021 12:13,8.39
Richard Simpson,richard.simpson@example.com,Finalizado,26 de mayo de 2021 06:46,0.05
David Tucker,david.tucker@example.com,Finalizado,9 de mayo de 2024 13:15,4.32
Manuel Le,manuel.le@example.com,Finalizado,26 de diciembre de 2020 04:24,4.85
Kenneth Lopez,kenneth.lopez@example.com,Finalizado,16 de diciembre de 2021 08:38,0.75
Omar Short,omar.short@example.com,Finalizado,9 de enero de 2023 06:27,1.64
Jeremy Hammond,jeremy.hammond@example.com,Finalizado,21 de junio de 2020 23:35,7.95
Pamela Schneider,pamela.schneider@example.com,Finalizado,22 de septiembre de 2020 18:05,0.95
Mario Jackson,mario.jackson@example.com,Finalizado,30 de noviembre de 2020 15:45,6.61
Kayla Vaughan,kayla.vaughan@example.com,Finalizado,3 de julio de 2023 19:50,0.72
Blake Weber,blake.weber@example.com,Finalizado,24 de febrero de 2021 18:58,1.42
Cory Mcguire,cory.mcguire@example.com,Finalizado,28 de mayo de 2024 05:47,7.14
Jacob Warren,jacob.warren@example.com,Finalizado,25 de mayo de 2020 01:39,2.03
Gabriel Bailey,gabriel.bailey@example.com,Finalizado,5 de mayo de 2024 18:06,6.3
Nathaniel Ramsey,nathaniel.ramsey@example.com,Finalizado,25 de mayo de 2022 09:22,1.75
Hannah Johnson,hannah.johnson@example.com,Finalizado,3 de marzo de 2024 07:42,1.61
Ryan Butler,ryan.butler@example.com,Finalizado,29 de agosto de 2022 14:08,0.26
Angela Freeman,angela.freeman@example.com,Finalizado,19 de octubre de 2022 02:56,1.98
Christopher Lucas,christopher.lucas@example.com,Finalizado,1 de mayo de 2022 08:30,4.11
Laura Price,laura.price@example.com,Finalizado,9 de marzo de 2023 02:51,0.19
Jessica Williams,jessica.williams@example.com,Finalizado,12 de agosto de 2023 09:52,6.63
Brendan Jackson,brendan.jackson@example.com,Finalizado,19 de diciembre de 2021 04:20,3.01
Tyler Ortiz,tyler.ortiz@example.com,Finalizado,13 de abril de 2023 16:21,4.08
Sharon Jackson,sharon.jackson@example.com,En Curso,31 de octubre de 2021 23:21,2.09
Joe Wood,joe.wood@example.com,Finalizado,13 de abril de 2020 02:07,2.73
Hailey Frost,hailey.frost@example.com,Finalizado,1 de marzo de 2022 23:47,9.39
Caitlin Vincent,caitlin.vincent@example.com,Finalizado,14 de septiembre de 2022 14:35,2.81
Kelsey Castillo,kelsey.castillo@example.com,Finalizado,4 de noviembre de 2023 07:44,4.17
Frances Nguyen MD,frances.nguyen.md@example.com,Finalizado,19 de octubre de 2023 04:34,7.71
Nathaniel Davis,nathaniel.davis@example.com,Finalizado,5 de junio de 2024 14:20,1.29
Michael Spencer,michael.spencer@example.com,Finalizado,6 de abril de 2022 06:27,9.78
Claudia Edwards,claudia.edwards@example.com,Finalizado,16 de julio de 2021 08:31,3.98
Joseph Bishop,joseph.bishop@example.com,Finalizado,19 de febrero de 2024 08:49,8.41
Jennifer Sanchez,jennifer.sanchez@example.com,En Curso,17 de abril de 2021 07:47,3.76
Richard Wilkins,richard.wilkins@example.com,Finalizado,2 de septiembre de 2023 14:24,4.53
Ronald Alvarado,ronald.alvarado@example.com,Finalizado,28 de febrero de 2022 20:49,0.76
Brittany White,brittany.white@example.com,Finalizado,5 de abril de 2022 09:41,4.97
Miss Emily Smith,miss.emily.smith@example.com,Finalizado,20 de octubre de 2021 19:55,8.28
Christopher Love,christopher.love@example.com,Finalizado,16 de marzo de 2024 20:33,5.61
Wanda Garcia,wanda.garcia@example.com,Finalizado,18 de febrero de 2021 05:55,8.14
Tracy Peterson,tracy.peterson@example.com,Finalizado,26 de mayo de 2024 20:50,3.89
Joseph Hicks,joseph.hicks@example.com,Finalizado,13 de julio de 2024 06:27,2.35
Nicholas Williams,nicholas.williams@example.com,Finalizado,19 de febrero de 2023 14:24,4.48
Cody Obrien,cody.obrien@example.com,Finalizado,10 de julio de 2021 09:46,9.81
Joseph Rosario,joseph.rosario@example.com,Finalizado,23 de marzo de 2020 03:56,5.94
Ian Caldwell,ian.caldwell@example.com,Finalizado,7 de abril de 2022 08:39,2.69
Tiffany Hernandez,tiffany.hernandez@example.com,Finalizado,20 de diciembre de 2021 17:57,4.7
Julie Griffith,julie.griffith@example.com,Finalizado,15 de octubre de 2020 00:14,3.65
Denise Ward,denise.ward@example.com,En Curso,25 de septiembre de 2020 00:21,0.04
Eric Stewart,eric.stewart@example.com,Finalizado,20 de enero de 2020 21:41,1.32
Wanda Choi,wanda.choi@example.com,Finalizado,23 de julio de 2022 00:33,8.06
Valerie Steele,valerie.steele@example.com,Finalizado,12 de mayo de 2023 16:42,1.58
Kimberly Scott,kimberly.scott@example.com,Finalizado,13 de diciembre de 2020 04:21,3.44
Cory Dominguez,cory.dominguez@example.com,Finalizado,29 de abril de 2022 17:00,8.63
Daniel Fleming,daniel.fleming@example.com,Finalizado,20 de abril de 2023 12:01,8.98
Kara Lopez,kara.lopez@example.com,Finalizado,20 de febrero de 2020 17:24,6.31
Mallory Bender,mallory.bender@example.com,Finalizado,30 de junio de 2022 19:33,1.49
Jared Patterson,jared.patterson@example.com,Finalizado,28 de mayo de 2024 01:46,6.92
Robert Hall,robert.hall@example.com,Finalizado,22 de mayo de 2021 14:18,3.65
Brandon Gates,brandon.gates@example.com,Finalizado,17 de julio de 2021 05:50,7.19
Julie Ingram,julie.ingram@example.com,Finalizado,27 de diciembre de 2023 06:44,5.79
Sarah Becker,sarah.becker@example.com,Finalizado,27 de noviembre de 2020 01:22,9.24
Larry Adams,larry.adams@example.com,Finalizado,14 de diciembre de 2024 05:22,5.08
Jesse Ramirez,jesse.ramirez@example.com,Finalizado,14 de abril de 2020 01:29,6.12
Maria Frye,maria.frye@example.com,Finalizado,15 de octubre de 2023 11:18,1.03
Aaron Ferguson,aaron.ferguson@example.com,En Curso,10 de diciembre de 2024 08:45,3.9
Charles Nelson,charles.nelson@example.com,Finalizado,24 de enero de 2022 06:02,7.45
Dr. Gina Hatfield,dr..gina.hatfield@example.com,Finalizado,7 de marzo de 2023 23:50,1.4
Brian Williams,brian.williams@example.com,Finalizado,25 de octubre de 2020 20:09,9.43
Nicole Peterson,nicole.peterson@example.com,Finalizado,12 de febrero de 2020 01:45,2.53
Angela Brown,angela.brown@example.com,Finalizado,29 de junio de 2023 21:28,3.52
Todd Gonzales,todd.gonzales@example.com,Finalizado,21 de febrero de 2022 12:12,4.75
Brian Fitzpatrick,brian.fitzpatrick@example.com,Finalizado,12 de diciembre de 2024 11:24,3.41
Jenna Murphy,jenna.murphy@example.com,Finalizado,15 de octubre de 2021 06:36,7.56
Ashley Patterson,ashley.patterson@example.com,Finalizado,29 de noviembre de 2020 19:36,8.83
Brian Wagner,brian.wagner@example.com,Finalizado,20 de marzo de 2020 07:45,6.05
Mary Bond,mary.bond@example.com,Finalizado,8 de mayo de 2020 22:30,3.26
Lisa Johnson MD,lisa.johnson.md@example.com,Finalizado,25 de diciembre de 2022 12:01,7.18
Joy Johnson,joy.johnson@example.com,Finalizado,2 de septiembre de 2023 01:50,0.25
Dana Weber,dana.weber@example.com,Finalizado,24 de julio de 2024 14:58,3.6
Janet Hernandez,janet.hernandez@example.com,Finalizado,20 de marzo de 2020 09:12,6.52
Wesley Gonzalez,wesley.gonzalez@example.com,Finalizado,15 de julio de 2023 15:17,1.65
Laurie Wilcox,laurie.wilcox@example.com,Finalizado,9 de septiembre de 2023 03:08,7.61
John Petersen,john.petersen@example.com,Finalizado,25 de junio de 2021 23:36,5.99
Joanne Ali,joanne.ali@example.com,Finalizado,8 de mayo de 2022 05:26,8.1
Ronald Frank,ronald.frank@example.com,Finalizado,3 de junio de 2024 15:39,9.0
Justin Smith,justin.smith@example.com,Finalizado,5 de febrero de 2022 05:38,2.78
Julie Ruiz,julie.ruiz@example.com,Finalizado,4 de marzo de 2020 16:41,5.16
Grace Hernandez,grace.hernandez@example.com,Finalizado,31 de enero de 2023 11:50,7.29
Thomas Bryan,thomas.bryan@example.com,Finalizado,30 de julio de 2021 13:57,2.9
Rick Jensen,rick.jensen@example.com,Finalizado,24 de noviembre de 2022 15:31,1.91
Leslie Lucas,leslie.lucas@example.com,Finalizado,10 de enero de 2021 09:37,7.23
Mallory Benjamin,mallory.benjamin@example.com,Finalizado,4 de septiembre de 2020 03:46,9.9
Cheryl Ortiz,cheryl.ortiz@example.com,Finalizado,1 de abril de 2022 06:06,6.07
Mrs. Kathy Smith,mrs..kathy.smith@example.com,Finalizado,4 de junio de 2022 04:35,0.37
Vanessa Conrad,vanessa.conrad@example.com,Finalizado,11 de enero de 2021 05:34,2.4
Kathryn Burgess,kathryn.burgess@example.com,Finalizado,30 de enero de 2023 22:37,9.17
Audrey Daniels,audrey.daniels@example.com,Finalizado,11 de julio de 2023 14:27,5.66
Yvette Guerrero,yvette.guerrero@example.com,Finalizado,26 de mayo de 2020 21:01,4.66
Katherine Newman,katherine.newman@example.com,Finalizado,14 de noviembre de 2024 23:59,6.69
Pamela Morris PhD,pamela.morris.phd@example.com,Finalizado,22 de marzo de 2022 06:53,8.68
Daniel Ewing,daniel.ewing@example.com,Finalizado,15 de junio de 2020 02:20,3.92
Robert Vaughan,robert.vaughan@example.com,Finalizado,28 de abril de 2022 01:48,5.72
Roger Bradley,roger.bradley@example.com,Finalizado,1 de febrero de 2021 19:02,4.65
Joshua Garcia,joshua.garcia@example.com,Finalizado,28 de noviembre de 2023 15:49,2.14
Carl Kelly,carl.kelly@example.com,Finalizado,22 de julio de 2023 18:43,8.48
Amanda Kramer,amanda.kramer@example.com,Finalizado,12 de mayo de 2020 08:27,3.86
Kristin Ortiz,kristin.ortiz@example.com,Finalizado,15 de febrero de 2023 19:43,7.61
Erika Spence,erika.spence@example.com,Finalizado,26 de diciembre de 2022 06:13,4.65
Gina Hall,gina.hall@example.com,Finalizado,16 de noviembre de 2024 02:36,4.04
Nicholas Allen,nicholas.allen@example.com,Finalizado,12 de marzo de 2020 06:15,0.55
Cody Campbell,cody.campbell@example.com,Finalizado,14 de septiembre de 2024 17:06,0.63
Allison Reynolds,allison.reynolds@example.com,Finalizado,9 de enero de 2021 03:33,2.72
Dr. Dustin Jones,dr..dustin.jones@example.com,Finalizado,28 de marzo de 2023 05:42,9.79
Antonio Barnett,antonio.barnett@example.com,Finalizado,4 de noviembre de 2021 12:32,0.27
Shane Garcia,shane.garcia@example.com,Finalizado,24 de mayo de 2023 04:07,5.28
Jeremy Campbell,jeremy.campbell@example.com,Finalizado,21 de agosto de 2024 17:31,9.63
Victoria Bryan,victoria.bryan@example.com,Finalizado,15 de noviembre de 2022 20:28,5.27
Hailey Parks,hailey.parks@example.com,Finalizado,16 de enero de 2023 07:00,2.98
Jessica Arroyo,jessica.arroyo@example.com,Finalizado,25 de abril de 2022 19:53,6.36
Angela Davis,angela.davis@example.com,Finalizado,21 de diciembre de 2023 18:20,4.54
William Frank,william.frank@example.com,En Curso,31 de marzo de 2022 03:07,1.59
Elizabeth Allen,elizabeth.allen@example.com,Finalizado,23 de mayo de 2023 23:55,4.41
Katherine Hines,katherine.hines@example.com,Finalizado,6 de marzo de 2024 18:22,9.94
Brittany Allison,brittany.allison@example.com,Finalizado,18 de enero de 2023 21:03,7.75
Rachel Brown,rachel.brown@example.com,Finalizado,21 de noviembre de 2023 05:30,0.47
James Holmes,james.holmes@example.com,Finalizado,15 de enero de 2020 02:10,0.78
Anthony Powell,anthony.powell@example.com,Finalizado,5 de marzo de 2023 11:46,3.27
Joseph Brown,joseph.brown@example.com,Finalizado,22 de diciembre de 2021 15:16,4.2
Brad Hernandez,brad.hernandez@example.com,Finalizado,3 de abril de 2022 03:39,5.56
Sandra Rose,sandra.rose@example.com,En Curso,2 de agosto de 2021 11:01,2.72
Karina Chan,karina.chan@example.com,Finalizado,1 de enero de 2021 12:09,5.01
Megan Pena,megan.pena@example.com,Finalizado,15 de marzo de 2020 20:04,1.89
Julia Randall,julia.randall@example.com,Finalizado,1 de septiembre de 2024 10:53,3.57
David Ford,david.ford@example.com,Finalizado,14 de septiembre de 2024 16:21,9.8
Marie Marshall,marie.marshall@example.com,Finalizado,4 de agosto de 2020 21:46,3.48
James Hunt,james.hunt@example.com,Finalizado,4 de noviembre de 2020 07:36,3.61
Katherine Roberts,katherine.roberts@example.com,Finalizado,24 de octubre de 2024 09:29,5.65
Clayton Duncan,clayton.duncan@example.com,Finalizado,22 de abril de 2024 21:10,7.88
Johnny Leblanc,johnny.leblanc@example.com,Finalizado,7 de octubre de 2023 10:04,6.53
Matthew Boyd,matthew.boyd@example.com,Finalizado,24 de marzo de 2022 14:38,1.98
Carrie Peterson,carrie.peterson@example.com,Finalizado,31 de agosto de 2024 03:48,0.69
Monica Wright,monica.wright@example.com,Finalizado,24 de octubre de 2022 09:24,5.88
Troy Mclean,troy.mclean@example.com,Finalizado,17 de noviembre de 2020 07:50,5.66
Ronald Peterson,ronald.peterson@example.com,Finalizado,17 de abril de 2024 07:16,5.1
